Product type,SKU,Production volumes,Manufacturing costs,Inspection results,Defect rates,Lead times,defective_volume,cost_of_poor_quality,yield_efficiency,process_risk_status
cosmetics,SKU23,568,98.60995724270389,Pending,1.342291562722734,5,7.624216076265129,751.82362128964,98.65770843727726,Unclassified
haircare,SKU24,447,40.382359702924816,Pending,3.691310292628728,26,16.500157008050415,666.3152754538276,96.30868970737127,Unclassified
haircare,SKU25,934,78.28038311841539,Pending,3.797231217114183,11,35.46613956784647,2776.302993102213,96.20276878288581,Unclassified
haircare,SKU26,171,15.97222975718176,Pass,2.119319736724923,16,3.624036749799618,57.88394761626973,97.88068026327508,Warning - Monitor Line
cosmetics,SKU27,291,10.528245070042162,Fail,2.864667837883373,9,8.336183408240617,87.76538187077654,97.13533216211663,Warning - Monitor Line
cosmetics,SKU28,171,59.42938181069157,Fail,0.815757079295672,15,1.3949446055955992,82.90069557070542,99.18424292070432,Unclassified
cosmetics,SKU29,329,39.29287558606575,Pass,3.878098936588488,5,12.758945501376125,501.33565819496533,96.12190106341151,Unclassified
haircare,SKU30,806,51.63489340010933,Pending,0.9653947053523932,26,7.78108132514029,401.7753047612003,99.0346052946476,Unclassified
skincare,SKU31,461,60.25114566159808,Pending,2.9890000066550746,17,13.779290030679894,830.2180107519006,97.01099999334492,Warning - Monitor Line
skincare,SKU32,737,29.69246715374977,Pass,1.946036119386113,13,14.342286199875653,425.85786189948647,98.05396388061389,Warning - Monitor Line
cosmetics,SKU33,251,23.853427512896133,Fail,3.541046012250923,17,8.888025490749817,212.0098717763738,96.45895398774908,Critical - Action Required
skincare,SKU34,452,10.754272815029331,Pass,0.6466045593720549,26,2.922652608361688,31.431003493878666,99.35339544062795,Optimal
cosmetics,SKU35,367,58.004787044743765,Pass,0.5411540980605811,27,1.9860355398823328,115.19956855416743,99.45884590193941,Optimal
skincare,SKU36,671,45.531364237162144,Fail,3.8055333792433537,23,25.535128974722905,1162.6492581910213,96.19446662075664,Critical - Action Required
skincare,SKU37,867,34.34327746507538,Pending,2.610288084848113,8,22.63119769563314,777.2295018281036,97.38971191515189,Warning - Monitor Line
cosmetics,SKU38,841,5.930693645528318,Pending,0.6133268991645074,1,5.158079221973507,30.590987664889926,99.3866731008355,Unclassified
skincare,SKU39,791,9.005807428781642,Fail,1.451972203996816,29,11.485100133614814,103.43260010360933,98.54802779600318,Unclassified
skincare,SKU40,793,88.17940710421746,Pending,4.213269430586566,20,33.411226584551464,2946.1821508504167,95.78673056941344,Unclassified
skincare,SKU41,892,95.3320645487725,Fail,0.0453022623982596,19,0.40409618059247565,38.52332317215431,99.95469773760173,Unclassified
skincare,SKU42,179,96.42282063957188,Fail,4.939255288620948,27,8.841266966631498,852.4998989500806,95.06074471137906,Critical - Action Required
haircare,SKU43,206,26.27736595733241,Pending,0.3723047679850977,29,0.7669478220493012,20.153368590168544,99.6276952320149,Unclassified
cosmetics,SKU44,834,22.554106620887744,Fail,2.962626320454882,19,24.708303512593716,557.2737118442939,97.03737367954511,Warning - Monitor Line
haircare,SKU45,794,66.31254443999165,Pass,3.219604612084106,7,25.5636606199478,1695.1913809091532,96.78039538791589,Unclassified
haircare,SKU46,870,77.32235321105162,Pending,3.6486105925362033,29,31.74291215506497,2454.4366656013176,96.3513894074638,Unclassified
skincare,SKU47,964,19.712992911293647,Pending,0.3805735867132137,15,3.6687293759153796,72.32163618087465,99.61942641328679,Unclassified
haircare,SKU48,109,23.126363582464776,Fail,1.6981125407144038,16,1.8509426693787001,42.80557314234971,98.3018874592856,Warning - Monitor Line
cosmetics,SKU49,177,14.147815443979216,Pass,2.825813985400132,24,5.001690754158234,70.76299769768791,97.17418601459987,Warning - Monitor Line
cosmetics,SKU50,306,45.17875792463452,Fail,4.754800804671185,23,14.549690462293826,657.3369432743365,95.24519919532881,Critical - Action Required
haircare,SKU51,673,14.19032834456998,Pending,1.7729511720835571,4,11.931961388122339,169.318449892187,98.22704882791645,Warning - Monitor Line
skincare,SKU52,727,9.166849148597151,Pending,2.1224716191438247,11,15.430368671175604,141.44786191590623,97.87752838085618,Warning - Monitor Line
skincare,SKU53,631,83.34405899167797,Pending,1.4103475760760271,25,8.899293205039731,741.7032178650702,98.58965242392398,Unclassified
haircare,SKU54,497,30.186023375822508,Pass,2.478771975539748,22,12.319496718432548,371.87661592097356,97.52122802446026,Warning - Monitor Line
haircare,SKU55,918,30.3235452566165,Fail,4.548919659396385,11,41.759082473258815,1266.2834272526445,95.45108034060361,Critical - Action Required
skincare,SKU56,826,12.836284572832753,Pass,1.173755495387454,23,9.69522039190037,124.45060794676425,98.82624450461255,Optimal
haircare,SKU57,588,67.77962298707814,Pending,2.511174830212707,18,14.765708001650717,1000.8141214891685,97.48882516978729,Warning - Monitor Line
skincare,SKU58,396,65.04741509469146,Fail,1.7303747198591968,5,6.852283890642419,445.7233545812848,98.2696252801408,Warning - Monitor Line
cosmetics,SKU59,176,1.900762243519458,Fail,0.4471940154638232,16,0.7870614672163287,1.4960167202138253,99.55280598453618,Unclassified
skincare,SKU60,929,87.21305781513568,Fail,2.853090616649054,27,26.50521182866971,2311.60057161619,97.14690938335094,Warning - Monitor Line
haircare,SKU61,480,78.7023939688789,Fail,4.367470538205053,23,20.963858583384255,1649.9058573373711,95.63252946179495,Critical - Action Required
cosmetics,SKU62,751,21.048642725168644,Pass,1.8740014040443749,2,14.073750544373254,296.2333470116603,98.12599859595562,Warning - Monitor Line
skincare,SKU63,736,20.075003975630484,Pending,3.6328432903821337,19,26.737726617212505,536.759968139862,96.36715670961786,Unclassified
skincare,SKU64,328,8.693042425877287,Fail,0.1594863147175146,27,0.5231151122734479,4.547461864610643,99.84051368528249,Unclassified
skincare,SKU65,358,1.5972227430506774,Fail,4.911095954842331,24,17.581723518335544,28.081928665514504,95.08890404515768,Critical - Action Required
skincare,SKU66,867,42.08443673830996,Fail,3.4480632883402618,17,29.89470870991007,1258.1019775124141,96.55193671165974,Critical - Action Required
skincare,SKU67,198,7.057876146978231,Pass,0.1319554443118148,9,0.2612717797373933,1.8440238620870983,99.86804455568819,Optimal
haircare,SKU68,375,97.1135815634622,Fail,1.98346787217418,8,7.438004520653175,722.3312586858527,98.01653212782583,Warning - Monitor Line
skincare,SKU69,862,77.62776581274817,Pending,1.3623879886491086,1,11.743784462155316,911.6437499835836,98.6376120113509,Unclassified
haircare,SKU70,775,11.440781823761265,Pass,1.8305755986122316,12,14.186960889244794,162.3099242760838,98.16942440138777,Warning - Monitor Line
cosmetics,SKU71,258,30.66167747785956,Pending,2.078750607874969,2,5.36317656831742,164.44399019456236,97.92124939212503,Warning - Monitor Line
cosmetics,SKU72,152,55.76049289524421,Pending,3.213329607438309,29,4.8842610033062295,272.3488009733754,96.78667039256169,Unclassified
cosmetics,SKU73,444,46.87023879761716,Fail,4.620546064513706,25,20.515224526440857,961.5534725410155,95.3794539354863,Critical - Action Required
haircare,SKU74,919,80.58085215644782,Fail,0.3966127241099354,6,3.644870934570306,293.70680590794365,99.60338727589007,Unclassified
skincare,SKU75,759,48.06478264000659,Pass,2.030069088668752,20,15.40822438299583,740.5929558371442,97.96993091133125,Warning - Monitor Line
haircare,SKU76,985,64.32359779560022,Pending,2.1800374515822165,1,21.473368898084832,1381.2443443169598,97.81996254841778,Warning - Monitor Line
haircare,SKU77,334,42.95244474899184,Pass,3.055141818307548,28,10.20417367314721,438.2942059049726,96.94485818169245,Unclassified
haircare,SKU78,858,71.12651472040338,Pending,4.096881332470452,4,35.151241832596476,2500.1853196466323,95.90311866752955,Unclassified
haircare,SKU79,228,57.87090292403628,Pending,0.1658716274806082,25,0.37818731065578676,21.886041142063387,99.83412837251939,Unclassified
skincare,SKU80,202,76.96122802382001,Fail,2.8496621985053308,14,5.756317640980768,443.0132745450586,97.15033780149467,Warning - Monitor Line
haircare,SKU81,698,19.789592941903603,Pending,2.547547121548712,6,17.78187890841001,351.8961453396553,97.45245287845128,Warning - Monitor Line
skincare,SKU82,955,4.46527843494324,Pending,4.137877048622357,19,39.51672581434351,176.45318359835292,95.86212295137764,Unclassified
haircare,SKU83,443,97.73059380053304,Fail,0.7730061340672478,24,3.4244171739179077,334.67032382774033,99.22699386593276,Unclassified
haircare,SKU84,589,33.808636513209095,Pass,4.843456577118041,26,28.52795923922526,964.4914043826119,95.15654342288195,Unclassified
cosmetics,SKU85,211,69.9293455186723,Fail,1.3744289997457582,18,2.9000451894635497,202.79826207376007,98.62557100025424,Unclassified
skincare,SKU86,569,74.60896999519468,Pass,2.0515129307662465,14,11.673108576059942,870.918607501906,97.94848706923375,Warning - Monitor Line
haircare,SKU87,523,28.69699682414317,Fail,3.693737787839276,7,19.318248630399413,554.3757195945801,96.30626221216072,Critical - Action Required
cosmetics,SKU88,953,68.18491905704117,Pending,0.722204401882931,18,6.882607949944332,469.2900659683024,99.27779559811707,Unclassified
cosmetics,SKU89,370,46.60387338164447,Pending,1.9076657339590744,1,7.058363215648575,328.9470655837431,98.09233426604092,Warning - Monitor Line
skincare,SKU90,585,85.67596333579797,Pass,1.2193822244013883,18,7.133386012748122,611.1597184883022,98.78061777559861,Optimal
cosmetics,SKU91,207,39.772882502339975,Pending,0.6260018582093946,22,1.2958238464934468,51.538649590314094,99.37399814179061,Unclassified
cosmetics,SKU92,671,62.61269039561434,Pass,0.3334318252247392,25,2.237327547258,140.08509703004435,99.66656817477526,Optimal
haircare,SKU93,824,35.63365234334388,Fail,4.165781795424145,17,34.326041994294954,1223.162246747729,95.83421820457585,Critical - Action Required
cosmetics,SKU94,908,60.38737861486212,Pass,1.4636074984727798,26,13.28955608613284,802.5214549967491,98.53639250152722,Optimal
haircare,SKU95,450,58.89068576858998,Pending,1.2108821295850665,14,5.448969583132799,320.8935554828784,98.78911787041493,Unclassified
cosmetics,SKU96,648,17.80375633139127,Pending,3.872047681482133,2,25.090868976004224,446.71171739164396,96.12795231851787,Unclassified
haircare,SKU97,535,65.76515592636746,Fail,3.376237834717981,19,18.062872415741197,1187.9076208993015,96.62376216528202,Critical - Action Required
skincare,SKU98,581,5.604690864371781,Pending,2.908122169351261,1,16.896189803930827,94.69792063678274,97.09187783064874,Warning - Monitor Line
haircare,SKU99,921,38.07289852062604,Fail,0.3460272907055034,8,3.1869113473976864,121.33495232370372,99.6539727092945,Unclassified
